mechanism,replicate,estimator,status,coef,se,ci_low,ci_high,rows,countries,years,reference_coef,bias,abs_error,sign_reversal,ci_coverage,row_retention,country_retention,year_retention,target_distance,wrong_conclusion
mcar,4,population_weighted_fe,estimated,-0.03451575769008731,0.1990749583995595,-0.4247026761532239,0.3556711607730493,62,27,10,0.17752062443807945,-0.21203638212816675,0.21203638212816675,True,True,0.2198581560283688,0.9,1.0,0.9432815915323356,True
mcar,4,ipw_fe,estimated,-0.054582751885319206,0.27429468654623024,-0.5922003375159305,0.48303483374529205,62,27,10,0.17752062443807945,-0.23210337632339867,0.23210337632339867,True,True,0.2198581560283688,0.9,1.0,0.9432815915323356,True
mcar,4,pmm_mi_fe,estimated,0.03878957403583957,0.02321621250885886,-0.0067142024815238024,0.08429335055320294,282,30,10,0.17752062443807945,-0.13873105040223987,0.13873105040223987,False,False,0.2198581560283688,0.9,1.0,0.9432815915323356,False
mcar,4,mnar_shift_mi_fe,estimated,0.008032104018279602,0.02291411862084744,-0.036879568478581384,0.05294377651514058,282,30,10,0.17752062443807945,-0.16948852041979984,0.16948852041979984,False,False,0.2198581560283688,0.9,1.0,0.9432815915323356,False
mcar,5,complete_case_fe,estimated,-0.16916128097829317,0.18669167512892582,-0.5350769642309877,0.1967544022744014,50,28,10,0.17752062443807945,-0.3466819054163726,0.3466819054163726,True,True,0.1773049645390071,0.9333333333333333,1.0,0.9816242139363431,True
mcar,5,population_weighted_fe,estimated,-0.2589586490967313,0.20159926287636143,-0.6540932043343997,0.1361759061409371,50,28,10,0.17752062443807945,-0.43647927353481075,0.43647927353481075,True,False,0.1773049645390071,0.9333333333333333,1.0,0.9816242139363431,True
mcar,5,ipw_fe,estimated,-0.18830029833889564,0.19534108774092987,-0.5711688303111182,0.1945682336333269,50,28,10,0.17752062443807945,-0.3658209227769751,0.3658209227769751,True,True,0.1773049645390071,0.9333333333333333,1.0,0.9816242139363431,True
mcar,5,pmm_mi_fe,estimated,0.038945052654256615,0.05488374627781289,-0.06862709005025665,0.1465171953587699,282,30,10,0.17752062443807945,-0.13857557178382285,0.13857557178382285,False,False,0.1773049645390071,0.9333333333333333,1.0,0.9816242139363431,False
mcar,5,mnar_shift_mi_fe,estimated,0.03427499733241828,0.024809239236504212,-0.014351111571129976,0.08290110623596654,282,30,10,0.17752062443807945,-0.14324562710566116,0.14324562710566116,False,False,0.1773049645390071,0.9333333333333333,1.0,0.9816242139363431,False
mcar,6,complete_case_fe,estimated,0.24829534238020468,0.0977899978979479,0.05662694650022679,0.43996373826018254,86,27,10,0.17752062443807945,0.07077471794212523,0.07077471794212523,False,True,0.3049645390070922,0.9,1.0,0.8999562424405577,False
mcar,6,population_weighted_fe,estimated,0.34926337990774214,0.13536061236166094,0.0839565796788867,0.6145701801365976,86,27,10,0.17752062443807945,0.1717427554696627,0.1717427554696627,False,True,0.3049645390070922,0.9,1.0,0.8999562424405577,False
mcar,6,ipw_fe,estimated,0.24502601399094953,0.09878724979901457,0.05140300438488099,0.4386490235970181,86,27,10,0.17752062443807945,0.06750538955287008,0.06750538955287008,False,True,0.3049645390070922,0.9,1.0,0.8999562424405577,False
mcar,6,pmm_mi_fe,estimated,0.07515181821964341,0.042474181705918934,-0.008097577923957697,0.1584012143632445,282,30,10,0.17752062443807945,-0.10236880621843604,0.10236880621843604,False,False,0.3049645390070922,0.9,1.0,0.8999562424405577,False
mcar,6,mnar_shift_mi_fe,estimated,0.040023004750006023,0.01917501519213524,0.0024399749734209594,0.0776060345265911,282,30,10,0.17752062443807945,-0.13749761968807342,0.13749761968807342,False,False,0.3049645390070922,0.9,1.0,0.8999562424405577,False
mcar,7,complete_case_fe,estimated,-0.06743020213736037,0.09121111753578046,-0.24620399250749006,0.11134358823276932,66,28,10,0.17752062443807945,-0.24495082657543982,0.24495082657543982,True,False,0.23404255319148937,0.9333333333333333,1.0,0.8854323953952353,True
mcar,7,population_weighted_fe,estimated,-0.008223631847140233,0.11872851292839401,-0.24093151718679248,0.22448425349251203,66,28,10,0.17752062443807945,-0.18574425628521968,0.18574425628521968,True,True,0.23404255319148937,0.9333333333333333,1.0,0.8854323953952353,True
mcar,7,ipw_fe,estimated,-0.0770546838158712,0.09114137249764691,-0.25569177391125913,0.10158240627951674,66,28,10,0.17752062443807945,-0.25457530825395064,0.25457530825395064,True,False,0.23404255319148937,0.9333333333333333,1.0,0.8854323953952353,True
mcar,7,pmm_mi_fe,estimated,0.046322265943162466,0.031377851327672866,-0.01517832265907635,0.10782285454540128,282,30,10,0.17752062443807945,-0.13119835849491698,0.13119835849491698,False,False,0.23404255319148937,0.9333333333333333,1.0,0.8854323953952353,False
mcar,7,mnar_shift_mi_fe,estimated,0.04384918892709956,0.021998511074354205,0.0007321072213653176,0.0869662706328338,282,30,10,0.17752062443807945,-0.13367143551097987,0.13367143551097987,False,False,0.23404255319148937,0.9333333333333333,1.0,0.8854323953952353,False
mcar,8,complete_case_fe,estimated,0.331336995088753,0.2019405050974728,-0.06446639490229372,0.7271403850797997,71,25,10,0.17752062443807945,0.15381637065067352,0.15381637065067352,False,True,0.25177304964539005,0.8333333333333334,1.0,0.9693040901142118,False
mcar,8,population_weighted_fe,estimated,0.20673791565728947,0.14413714435040942,-0.075770887269513,0.48924671858409197,71,25,10,0.17752062443807945,0.029217291219210018,0.029217291219210018,False,True,0.25177304964539005,0.8333333333333334,1.0,0.9693040901142118,False
mcar,8,ipw_fe,estimated,0.3138662043961885,0.19802065777796388,-0.07425428484862068,0.7019866936409977,71,25,10,0.17752062443807945,0.13634557995810906,0.13634557995810906,False,True,0.25177304964539005,0.8333333333333334,1.0,0.9693040901142118,False
mcar,8,pmm_mi_fe,estimated,0.01641943281785169,0.024708171594469072,-0.03200858350730769,0.06484744914301108,282,30,10,0.17752062443807945,-0.16110119162022776,0.16110119162022776,False,False,0.25177304964539005,0.8333333333333334,1.0,0.9693040901142118,False
mcar,8,mnar_shift_mi_fe,estimated,0.02776242504346458,0.018358574899178,-0.008220381758924297,0.06374523184585346,282,30,10,0.17752062443807945,-0.14975819939461488,0.14975819939461488,False,False,0.25177304964539005,0.8333333333333334,1.0,0.9693040901142118,False
mcar,9,complete_case_fe,estimated,0.26782765121751373,0.2136730044863215,-0.15097143757567644,0.6866267400107039,62,29,10,0.17752062443807945,0.09030702677943428,0.09030702677943428,False,True,0.2198581560283688,0.9666666666666667,1.0,0.9461384518379817,False
mcar,9,population_weighted_fe,estimated,0.4436394520549986,0.23739376778641727,-0.021652332806379238,0.9089312369163765,62,29,10,0.17752062443807945,0.2661188276169192,0.2661188276169192,False,True,0.2198581560283688,0.9666666666666667,1.0,0.9461384518379817,False
mcar,9,ipw_fe,estimated,0.2867754293654517,0.21659751683629408,-0.13775570363368467,0.711306562364588,62,29,10,0.17752062443807945,0.10925480492737225,0.10925480492737225,False,True,0.2198581560283688,0.9666666666666667,1.0,0.9461384518379817,False
mcar,9,pmm_mi_fe,estimated,0.063259331482608,0.027472590023070325,0.009413055037390164,0.11710560792782583,282,30,10,0.17752062443807945,-0.11426129295547145,0.11426129295547145,False,False,0.2198581560283688,0.9666666666666667,1.0,0.9461384518379817,False
mcar,9,mnar_shift_mi_fe,estimated,0.07416942126207311,0.03074574669617518,0.013907757737569762,0.13443108478657645,282,30,10,0.17752062443807945,-0.10335120317600634,0.10335120317600634,False,False,0.2198581560283688,0.9666666666666667,1.0,0.9461384518379817,False
mcar,10,complete_case_fe,estimated,-0.47023303252734905,0.18221476137358686,-0.8273739648195793,-0.11309210023511879,64,28,10,0.17752062443807945,-0.6477536569654285,0.6477536569654285,True,False,0.22695035460992907,0.9333333333333333,1.0,0.9070210714994809,True
mcar,10,population_weighted_fe,estimated,-0.273100205518618,0.13305564947573148,-0.5338892784910517,-0.012311132546184322,64,28,10,0.17752062443807945,-0.4506208299566975,0.4506208299566975,True,False,0.22695035460992907,0.9333333333333333,1.0,0.9070210714994809,True
mcar,10,ipw_fe,estimated,-0.4524371135583948,0.18289781748580908,-0.8109168358305805,-0.093957391286209,64,28,10,0.17752062443807945,-0.6299577379964743,0.6299577379964743,True,False,0.22695035460992907,0.9333333333333333,1.0,0.9070210714994809,True
mcar,10,pmm_mi_fe,estimated,0.04830579982753303,0.04426292428806817,-0.03844953177708058,0.13506113143214665,282,30,10,0.17752062443807945,-0.12921482461054642,0.12921482461054642,False,False,0.22695035460992907,0.9333333333333333,1.0,0.9070210714994809,False
mcar,10,mnar_shift_mi_fe,estimated,0.03150003300227282,0.03471933143586466,-0.036549856612021925,0.09954992261656756,282,30,10,0.17752062443807945,-0.14602059143580665,0.14602059143580665,False,False,0.22695035460992907,0.9333333333333333,1.0,0.9070210714994809,False
mcar,11,complete_case_fe,estimated,0.0597706185610833,0.22392551108269584,-0.3791233831610006,0.49866462028316716,67,27,10,0.17752062443807945,-0.11775000587699615,0.11775000587699615,False,True,0.2375886524822695,0.9,1.0,0.9780918827022965,False
mcar,11,population_weighted_fe,estimated,0.246169694447657,0.20862388287313915,-0.16273311598369575,0.6550725048790097,67,27,10,0.17752062443807945,0.06864907000957754,0.06864907000957754,False,True,0.2375886524822695,0.9,1.0,0.9780918827022965,False
mcar,11,ipw_fe,estimated,0.03490883373483693,0.21850381325684318,-0.3933586402485757,0.4631763077182496,67,27,10,0.17752062443807945,-0.14261179070324254,0.14261179070324254,False,True,0.2375886524822695,0.9,1.0,0.9780918827022965,False
mcar,11,pmm_mi_fe,estimated,0.027260485563453944,0.0239556908875825,-0.01969266857620775,0.07421363970311565,282,30,10,0.17752062443807945,-0.1502601388746255,0.1502601388746255,False,False,0.2375886524822695,0.9,1.0,0.9780918827022965,False
mcar,11,mnar_shift_mi_fe,estimated,0.017156473013076042,0.020034620996220436,-0.02211138413951601,0.0564243301656681,282,30,10,0.17752062443807945,-0.1603641514250034,0.1603641514250034,False,False,0.2375886524822695,0.9,1.0,0.9780918827022965,False
mcar,12,complete_case_fe,estimated,-0.17277421730358333,0.3754935587338008,-0.9087415924218329,0.5631931578146663,64,28,10,0.17752062443807945,-0.3502948417416628,0.3502948417416628,True,True,0.22695035460992907,0.9333333333333333,1.0,0.9136245242270832,True
mcar,12,population_weighted_fe,estimated,-0.24736820975958393,0.33203019629173036,-0.8981473944913755,0.40341097497220757,64,28,10,0.17752062443807945,-0.4248888341976634,0.4248888341976634,True,True,0.22695035460992907,0.9333333333333333,1.0,0.9136245242270832,True
mcar,12,ipw_fe,estimated,-0.05535226161176339,0.3286988037045337,-0.6996019168726495,0.5888973936491226,64,28,10,0.17752062443807945,-0.23287288604984285,0.23287288604984285,True,True,0.22695035460992907,0.9333333333333333,1.0,0.9136245242270832,True
mcar,12,pmm_mi_fe,estimated,0.02986195225426689,0.022313048783131274,-0.013871623360670403,0.07359552786920417,282,30,10,0.17752062443807945,-0.14765867218381257,0.14765867218381257,False,False,0.22695035460992907,0.9333333333333333,1.0,0.9136245242270832,False
mcar,12,mnar_shift_mi_fe,estimated,0.035148587243553256,0.024676966270168965,-0.013218266645977916,0.08351544113308443,282,30,10,0.17752062443807945,-0.14237203719452618,0.14237203719452618,False,False,0.22695035460992907,0.9333333333333333,1.0,0.9136245242270832,False
mcar,13,complete_case_fe,estimated,0.11878741251827653,0.1989136346902186,-0.27108331147455195,0.508658136511105,58,28,10,0.17752062443807945,-0.05873321191980292,0.05873321191980292,False,True,0.20567375886524822,0.9333333333333333,1.0,0.9353411659717672,False
mcar,13,population_weighted_fe,estimated,0.05655570129923056,0.13788588854440692,-0.213700640247807,0.3268120428462681,58,28,10,0.17752062443807945,-0.12096492313884889,0.12096492313884889,False,True,0.20567375886524822,0.9333333333333333,1.0,0.9353411659717672,False
mcar,13,ipw_fe,estimated,0.10437245673418105,0.18781741760638035,-0.26374968177432445,0.47249459524268655,58,28,10,0.17752062443807945,-0.0731481677038984,0.0731481677038984,False,True,0.20567375886524822,0.9333333333333333,1.0,0.9353411659717672,False
mcar,13,pmm_mi_fe,estimated,0.024005359648055127,0.04379806733443724,-0.06183885232744185,0.1098495716235521,282,30,10,0.17752062443807945,-0.1535152647900243,0.1535152647900243,False,False,0.20567375886524822,0.9333333333333333,1.0,0.9353411659717672,False
mcar,13,mnar_shift_mi_fe,estimated,0.04188413488300062,0.032971576184872606,-0.02274015443934968,0.10650842420535092,282,30,10,0.17752062443807945,-0.13563648955507884,0.13563648955507884,False,False,0.20567375886524822,0.9333333333333333,1.0,0.9353411659717672,False
mcar,14,complete_case_fe,estimated,0.06468160495186132,0.1620027315416786,-0.25284374886982874,0.3822069587735514,64,25,10,0.17752062443807945,-0.11283901948621813,0.11283901948621813,False,True,0.22695035460992907,0.8333333333333334,1.0,1.039567203365973,False
mcar,14,population_weighted_fe,estimated,0.06567297533214637,0.17192784570114475,-0.2713056022420973,0.4026515529063901,64,25,10,0.17752062443807945,-0.11184764910593308,0.11184764910593308,False,True,0.22695035460992907,0.8333333333333334,1.0,1.039567203365973,False
mcar,14,ipw_fe,estimated,0.06882933073486591,0.16347814867565458,-0.25158784066941703,0.38924650213914885,64,25,10,0.17752062443807945,-0.10869129370321354,0.10869129370321354,False,True,0.22695035460992907,0.8333333333333334,1.0,1.039567203365973,False
mcar,14,pmm_mi_fe,estimated,0.01795565271090785,0.02454222787400848,-0.03014711392214877,0.06605841934396448,282,30,10,0.17752062443807945,-0.1595649717271716,0.1595649717271716,False,False,0.22695035460992907,0.8333333333333334,1.0,1.039567203365973,False
mcar,14,mnar_shift_mi_fe,estimated,-0.009131425518661421,0.018044789803381835,-0.044499213533289825,0.02623636249596698,282,30,10,0.17752062443807945,-0.18665204995674087,0.18665204995674087,True,False,0.22695035460992907,0.8333333333333334,1.0,1.039567203365973,True
mcar,15,complete_case_fe,estimated,0.3306328491031291,0.2245620711054662,-0.10950881026358461,0.7707745084698429,59,27,9,0.17752062443807945,0.15311222466504967,0.15311222466504967,False,True,0.20921985815602837,0.9,0.9,1.0309553234359297,False
mcar,15,population_weighted_fe,estimated,0.20218353873479306,0.13885218308684225,-0.06996674011541776,0.47433381758500387,59,27,9,0.17752062443807945,0.024662914296713606,0.024662914296713606,False,True,0.20921985815602837,0.9,0.9,1.0309553234359297,False
mcar,15,ipw_fe,estimated,0.3209376429522128,0.21839859693333358,-0.10712360703712104,0.7489988929415465,59,27,9,0.17752062443807945,0.14341701851413333,0.14341701851413333,False,True,0.20921985815602837,0.9,0.9,1.0309553234359297,False
mcar,15,pmm_mi_fe,estimated,0.0319587530844629,0.024285695673968127,-0.015641210436514626,0.07955871660544042,282,30,10,0.17752062443807945,-0.14556187135361653,0.14556187135361653,False,False,0.20921985815602837,0.9,0.9,1.0309553234359297,False
mcar,15,mnar_shift_mi_fe,estimated,0.028274889326074647,0.023894360056604533,-0.01855805638487024,0.07510783503701954,282,30,10,0.17752062443807945,-0.1492457351120048,0.1492457351120048,False,False,0.20921985815602837,0.9,0.9,1.0309553234359297,False
mcar,16,complete_case_fe,estimated,0.09689940951191175,0.11678145812489088,-0.13199224841287435,0.32579106743669783,61,28,10,0.17752062443807945,-0.0806212149261677,0.0806212149261677,False,True,0.21631205673758866,0.9333333333333333,1.0,0.9289612100051365,False
mcar,16,population_weighted_fe,estimated,0.13477570285023427,0.11572414273382843,-0.09204361690806945,0.361595022608538,61,28,10,0.17752062443807945,-0.04274492158784518,0.04274492158784518,False,True,0.21631205673758866,0.9333333333333333,1.0,0.9289612100051365,False
mcar,16,ipw_fe,estimated,0.09477673268029815,0.11846151269347534,-0.1374078321989135,0.3269612975595098,61,28,10,0.17752062443807945,-0.0827438917577813,0.0827438917577813,False,True,0.21631205673758866,0.9333333333333333,1.0,0.9289612100051365,False
mcar,16,pmm_mi_fe,estimated,0.05013459218219138,0.03272631321404016,-0.01400898171732734,0.1142781660817101,282,30,10,0.17752062443807945,-0.12738603225588807,0.12738603225588807,False,False,0.21631205673758866,0.9333333333333333,1.0,0.9289612100051365,False
mcar,16,mnar_shift_mi_fe,estimated,0.02290778325692574,0.017690199176276126,-0.01176500712857547,0.05758057364242695,282,30,10,0.17752062443807945,-0.1546128411811537,0.1546128411811537,False,False,0.21631205673758866,0.9333333333333333,1.0,0.9289612100051365,False
mcar,17,complete_case_fe,estimated,0.23067599884425685,0.1594249398051051,-0.08179688317374914,0.5431488808622629,77,29,10,0.17752062443807945,0.0531553744061774,0.0531553744061774,False,True,0.2730496453900709,0.9666666666666667,1.0,0.8620039994837122,False
mcar,17,population_weighted_fe,estimated,0.39427637322946124,0.1361042151578974,0.12751211151998237,0.6610406349389402,77,29,10,0.17752062443807945,0.2167557487913818,0.2167557487913818,False,True,0.2730496453900709,0.9666666666666667,1.0,0.8620039994837122,False
mcar,17,ipw_fe,estimated,0.2620312602653423,0.1660434720835622,-0.06341394501843961,0.5874764655491242,77,29,10,0.17752062443807945,0.08451063582726284,0.08451063582726284,False,True,0.2730496453900709,0.9666666666666667,1.0,0.8620039994837122,False
mcar,17,pmm_mi_fe,estimated,0.08201706831082972,0.025960834600137483,0.031133832494560254,0.1329003041270992,282,30,10,0.17752062443807945,-0.09550355612724973,0.09550355612724973,False,False,0.2730496453900709,0.9666666666666667,1.0,0.8620039994837122,False
mcar,17,mnar_shift_mi_fe,estimated,0.036790353681997304,0.027261715285750297,-0.016642608278073276,0.09022331564206788,282,30,10,0.17752062443807945,-0.14073027075608213,0.14073027075608213,False,False,0.2730496453900709,0.9666666666666667,1.0,0.8620039994837122,False
mcar,18,complete_case_fe,estimated,0.19238724176604044,0.20917391618684092,-0.21759363396016773,0.6023681174922486,56,25,10,0.17752062443807945,0.01486661732796099,0.01486661732796099,False,True,0.19858156028368795,0.8333333333333334,1.0,1.020518178145124,False
mcar,18,population_weighted_fe,estimated,0.07206798599783454,0.1236521008054142,-0.17029013158077727,0.31442610357644635,56,25,10,0.17752062443807945,-0.10545263844024491,0.10545263844024491,False,True,0.19858156028368795,0.8333333333333334,1.0,1.020518178145124,False
mcar,18,ipw_fe,estimated,0.2055180711590019,0.21299055928159216,-0.21194342503291874,0.6229795673509225,56,25,10,0.17752062443807945,0.027997446720922442,0.027997446720922442,False,True,0.19858156028368795,0.8333333333333334,1.0,1.020518178145124,False
mcar,18,pmm_mi_fe,estimated,0.06333383072430904,0.03038675843540864,0.003775784190908106,0.12289187725770997,282,30,10,0.17752062443807945,-0.11418679371377041,0.11418679371377041,False,False,0.19858156028368795,0.8333333333333334,1.0,1.020518178145124,False
mcar,18,mnar_shift_mi_fe,estimated,0.06621801833286763,0.027227466398951062,0.012852184190923543,0.11958385247481171,282,30,10,0.17752062443807945,-0.11130260610521182,0.11130260610521182,False,False,0.19858156028368795,0.8333333333333334,1.0,1.020518178145124,False
mcar,19,complete_case_fe,estimated,0.021817557018342322,0.22169557076607843,-0.4127057616831714,0.45634087571985604,62,28,10,0.17752062443807945,-0.15570306741973713,0.15570306741973713,False,True,0.2198581560283688,0.9333333333333333,1.0,0.955482457162532,False
mcar,19,population_weighted_fe,estimated,0.032087764291468535,0.14613712406303475,-0.25434099887207956,0.31851652745501663,62,28,10,0.17752062443807945,-0.14543286014661091,0.14543286014661091,False,True,0.2198581560283688,0.9333333333333333,1.0,0.955482457162532,False
mcar,19,ipw_fe,estimated,0.032538434417103454,0.220016819417103,-0.3986945316404184,0.46377140047462534,62,28,10,0.17752062443807945,-0.144982190020976,0.144982190020976,False,True,0.2198581560283688,0.9333333333333333,1.0,0.955482457162532,False
mcar,19,pmm_mi_fe,estimated,0.04432743099000039,0.030685724842265297,-0.015816589700839594,0.10447145168084038,282,30,10,0.17752062443807945,-0.13319319344807906,0.13319319344807906,False,False,0.2198581560283688,0.9333333333333333,1.0,0.955482457162532,False
mcar,19,mnar_shift_mi_fe,estimated,0.03595201295401577,0.018773314121654,-0.0008436827244260661,0.07274770863245761,282,30,10,0.17752062443807945,-0.1415686114840637,0.1415686114840637,False,False,0.2198581560283688,0.9333333333333333,1.0,0.955482457162532,False
mcar,20,complete_case_fe,estimated,0.14397480464957393,0.13782750548911152,-0.12616710610908463,0.41411671540823247,66,26,10,0.17752062443807945,-0.033545819788505515,0.033545819788505515,False,True,0.23404255319148937,0.8666666666666667,1.0,0.9921962886140188,False
mcar,20,population_weighted_fe,estimated,0.07653249640269971,0.11885849383839416,-0.15643015152055284,0.30949514432595226,66,26,10,0.17752062443807945,-0.10098812803537974,0.10098812803537974,False,True,0.23404255319148937,0.8666666666666667,1.0,0.9921962886140188,False
mcar,20,ipw_fe,estimated,0.13858003416337245,0.13180862396801515,-0.11976486881393728,0.39692493714068217,66,26,10,0.17752062443807945,-0.038940590274707004,0.038940590274707004,False,True,0.23404255319148937,0.8666666666666667,1.0,0.9921962886140188,False
mcar,20,pmm_mi_fe,estimated,0.055985277556515146,0.028295480839783015,0.0005261351105404349,0.11144442000248986,282,30,10,0.17752062443807945,-0.12153534688156431,0.12153534688156431,False,False,0.23404255319148937,0.8666666666666667,1.0,0.9921962886140188,False
mcar,20,mnar_shift_mi_fe,estimated,0.03792793355565588,0.02056545127057644,-0.0023803509346739457,0.07823621804598571,282,30,10,0.17752062443807945,-0.13959269088242357,0.13959269088242357,False,False,0.23404255319148937,0.8666666666666667,1.0,0.9921962886140188,False
early_year,1,complete_case_fe,estimated,0.10021780301151473,0.07894316795735028,-0.05451080618489182,0.25494641220792125,192,30,7,0.17752062443807945,-0.07730282142656472,0.07730282142656472,False,True,0.6808510638297872,1.0,0.7,0.7387635624540926,False
early_year,1,population_weighted_fe,estimated,0.1348080864814337,0.05145846480405104,0.033949495465493654,0.23566667749737374,192,30,7,0.17752062443807945,-0.04271253795664576,0.04271253795664576,False,True,0.6808510638297872,1.0,0.7,0.7387635624540926,False
early_year,1,ipw_fe,estimated,0.09811254094550319,0.07874513750591045,-0.05622792856608129,0.2524530104570877,192,30,7,0.17752062443807945,-0.07940808349257626,0.07940808349257626,False,True,0.6808510638297872,1.0,0.7,0.7387635624540926,False
early_year,1,pmm_mi_fe,estimated,-0.05174154985168308,0.04033612001521744,-0.13080034508150928,0.027317245378143104,282,30,10,0.17752062443807945,-0.22926217428976253,0.22926217428976253,True,False,0.6808510638297872,1.0,0.7,0.7387635624540926,True
early_year,1,mnar_shift_mi_fe,estimated,-0.05445890779212237,0.044498628964509845,-0.14167622056256168,0.03275840497831693,282,30,10,0.17752062443807945,-0.23197953223020182,0.23197953223020182,True,False,0.6808510638297872,1.0,0.7,0.7387635624540926,True
early_year,2,complete_case_fe,estimated,0.10021780301151473,0.07894316795735028,-0.05451080618489182,0.25494641220792125,192,30,7,0.17752062443807945,-0.07730282142656472,0.07730282142656472,False,True,0.6808510638297872,1.0,0.7,0.7387635624540926,False
early_year,2,population_weighted_fe,estimated,0.1348080864814337,0.05145846480405104,0.033949495465493654,0.23566667749737374,192,30,7,0.17752062443807945,-0.04271253795664576,0.04271253795664576,False,True,0.6808510638297872,1.0,0.7,0.7387635624540926,False
early_year,2,ipw_fe,estimated,0.09811254094550319,0.07874513750591045,-0.05622792856608129,0.2524530104570877,192,30,7,0.17752062443807945,-0.07940808349257626,0.07940808349257626,False,True,0.6808510638297872,1.0,0.7,0.7387635624540926,False
early_year,2,pmm_mi_fe,estimated,-0.04781210320454938,0.03480168451362418,-0.11602340485125276,0.020399198442154008,282,30,10,0.17752062443807945,-0.22533272764262882,0.22533272764262882,True,False,0.6808510638297872,1.0,0.7,0.7387635624540926,True
